ASV_ID	CaS3_S35_L001	CaS4_S47_L001	TgS1_S11_L001	TgS2_S23_L001	UpS5_S59_L001
ASV909	0	0	36	0	0
ASV910	0	0	36	0	0
ASV911	0	0	36	0	0
ASV912	0	0	36	0	0
ASV913	0	0	18	0	18
ASV914	0	0	0	36	0
ASV915	0	0	0	36	0
ASV916	0	0	0	36	0
ASV917	0	0	0	0	36
ASV918	0	0	0	0	36
ASV919	0	0	0	0	36
ASV920	0	0	0	0	36
ASV921	0	0	0	0	36
ASV922	0	0	0	0	36
ASV923	0	0	0	0	36
ASV924	0	0	0	0	36
ASV925	0	0	0	0	36
ASV926	0	0	0	0	36
ASV927	35	0	0	0	0
ASV928	35	0	0	0	0
ASV929	35	0	0	0	0
ASV930	25	0	10	0	0
ASV931	0	35	0	0	0
ASV932	0	35	0	0	0
ASV933	0	35	0	0	0
ASV934	0	35	0	0	0
ASV935	0	35	0	0	0
ASV936	0	35	0	0	0
ASV937	0	35	0	0	0
ASV938	0	5	19	11	0
ASV939	0	0	35	0	0
ASV940	0	0	35	0	0
ASV941	0	0	35	0	0
ASV942	0	0	35	0	0
ASV943	0	0	35	0	0
ASV944	0	0	35	0	0
ASV945	0	0	35	0	0
ASV946	0	0	15	0	20
ASV947	0	0	0	35	0
ASV948	0	0	0	0	35
ASV949	0	0	0	0	35
ASV950	0	0	0	0	35
ASV951	0	0	0	0	35
ASV952	0	0	0	0	35
ASV953	0	0	0	0	35
ASV954	0	0	0	0	35
ASV955	0	0	0	0	35
ASV956	0	0	0	0	35
ASV957	0	0	0	0	35
ASV958	0	0	0	0	35
ASV959	0	0	0	0	35
ASV960	0	0	0	0	35
ASV961	34	0	0	0	0
ASV962	34	0	0	0	0
ASV963	34	0	0	0	0
ASV964	34	0	0	0	0
ASV965	34	0	0	0	0
ASV966	34	0	0	0	0
ASV967	18	16	0	0	0
ASV968	13	0	0	0	21
ASV969	12	22	0	0	0
ASV970	12	0	22	0	0
ASV971	0	34	0	0	0
ASV972	0	34	0	0	0
ASV973	0	34	0	0	0
ASV974	0	34	0	0	0
ASV975	0	34	0	0	0
ASV976	0	34	0	0	0
ASV977	0	34	0	0	0
ASV978	0	34	0	0	0
ASV979	0	11	0	0	23
ASV980	0	8	0	0	26
ASV981	0	0	34	0	0
ASV982	0	0	34	0	0
ASV983	0	0	34	0	0
ASV984	0	0	34	0	0
ASV985	0	0	34	0	0
ASV986	0	0	34	0	0
ASV987	0	0	34	0	0
ASV988	0	0	0	34	0
ASV989	0	0	0	34	0
ASV990	0	0	0	34	0
ASV991	0	0	0	0	34
ASV992	0	0	0	0	34
ASV993	0	0	0	0	34
ASV994	0	0	0	0	34
ASV995	0	0	0	0	34
ASV996	0	0	0	0	34
ASV997	33	0	0	0	0
ASV998	33	0	0	0	0
ASV999	33	0	0	0	0
ASV1000	33	0	0	0	0
ASV1001	33	0	0	0	0
ASV1002	33	0	0	0	0
ASV1003	33	0	0	0	0
ASV1004	33	0	0	0	0
ASV1005	18	0	0	0	15
ASV1006	0	33	0	0	0
ASV1007	0	33	0	0	0
ASV1008	0	33	0	0	0
ASV1009	0	33	0	0	0
ASV1010	0	33	0	0	0
ASV1011	0	24	0	9	0
ASV1012	0	18	15	0	0
ASV1013	0	17	16	0	0
ASV1014	0	14	19	0	0
ASV1015	0	0	33	0	0
ASV1016	0	0	33	0	0
ASV1017	0	0	33	0	0
ASV1018	0	0	33	0	0
ASV1019	0	0	33	0	0
ASV1020	0	0	0	13	20
ASV1021	0	0	0	0	33
ASV1022	0	0	0	0	33
ASV1023	0	0	0	0	33
ASV1024	0	0	0	0	33
ASV1025	0	0	0	0	33
ASV1026	0	0	0	0	33
ASV1027	0	0	0	0	33
ASV1028	0	0	0	0	33
ASV1029	0	0	0	0	33
ASV1030	0	0	0	0	33
ASV1031	32	0	0	0	0
ASV1032	32	0	0	0	0
ASV1033	32	0	0	0	0
ASV1034	32	0	0	0	0
ASV1035	32	0	0	0	0
ASV1036	32	0	0	0	0
ASV1037	32	0	0	0	0
ASV1038	32	0	0	0	0
ASV1039	32	0	0	0	0
ASV1040	20	0	0	0	12
ASV1041	12	20	0	0	0
ASV1042	0	32	0	0	0
ASV1043	0	32	0	0	0
ASV1044	0	32	0	0	0
ASV1045	0	32	0	0	0
ASV1046	0	32	0	0	0
ASV1047	0	24	0	8	0
ASV1048	0	13	19	0	0
ASV1049	0	3	29	0	0
ASV1050	0	0	32	0	0
ASV1051	0	0	32	0	0
ASV1052	0	0	32	0	0
ASV1053	0	0	32	0	0
ASV1054	0	0	32	0	0
ASV1055	0	0	32	0	0
ASV1056	0	0	22	10	0
ASV1057	0	0	0	0	32
ASV1058	0	0	0	0	32
ASV1059	0	0	0	0	32
ASV1060	0	0	0	0	32
ASV1061	0	0	0	0	32
ASV1062	0	0	0	0	32
ASV1063	0	0	0	0	32
ASV1064	0	0	0	0	32
ASV1065	0	0	0	0	32
ASV1066	0	0	0	0	32
ASV1067	0	0	0	0	32
ASV1068	0	0	0	0	32
ASV1069	0	0	0	0	32
ASV1070	31	0	0	0	0
ASV1071	31	0	0	0	0
ASV1072	31	0	0	0	0
ASV1073	31	0	0	0	0
ASV1074	31	0	0	0	0
ASV1075	18	0	13	0	0
ASV1076	8	0	0	0	23
ASV1077	0	31	0	0	0
ASV1078	0	31	0	0	0
ASV1079	0	31	0	0	0
ASV1080	0	31	0	0	0
ASV1081	0	31	0	0	0
ASV1082	0	31	0	0	0
ASV1083	0	31	0	0	0
ASV1084	0	31	0	0	0
ASV1085	0	0	31	0	0
ASV1086	0	0	31	0	0
ASV1087	0	0	14	17	0
ASV1088	0	0	0	31	0
ASV1089	0	0	0	31	0
ASV1090	0	0	0	31	0
ASV1091	0	0	0	31	0
ASV1092	0	0	0	31	0
ASV1093	0	0	0	0	31
ASV1094	0	0	0	0	31
ASV1095	0	0	0	0	31
ASV1096	0	0	0	0	31
ASV1097	0	0	0	0	31
ASV1098	0	0	0	0	31
ASV1099	0	0	0	0	31
ASV1100	0	0	0	0	31
ASV1101	0	0	0	0	31
ASV1102	0	0	0	0	31
ASV1103	0	0	0	0	31
ASV1104	0	0	0	0	31
ASV1105	0	0	0	0	31
ASV1106	0	0	0	0	31
ASV1107	0	0	0	0	31
ASV1108	30	0	0	0	0
ASV1109	30	0	0	0	0
ASV1110	30	0	0	0	0
ASV1111	30	0	0	0	0
ASV1112	6	0	0	24	0
ASV1113	0	30	0	0	0
ASV1114	0	30	0	0	0
ASV1115	0	30	0	0	0
ASV1116	0	30	0	0	0
ASV1117	0	30	0	0	0
ASV1118	0	30	0	0	0
ASV1119	0	30	0	0	0
ASV1120	0	6	0	0	24
ASV1121	0	6	24	0	0
ASV1122	0	0	30	0	0
ASV1123	0	0	30	0	0
ASV1124	0	0	30	0	0
ASV1125	0	0	30	0	0
ASV1126	0	0	30	0	0
ASV1127	0	0	30	0	0
ASV1128	0	0	0	30	0
ASV1129	0	0	0	30	0
ASV1130	0	0	0	30	0
ASV1131	0	0	0	12	18
ASV1132	0	0	0	0	30
ASV1133	0	0	0	0	30
ASV1134	0	0	0	0	30
ASV1135	0	0	0	0	30
ASV1136	0	0	0	0	30
ASV1137	0	0	0	0	30
ASV1138	0	0	0	0	30
ASV1139	0	0	0	0	30
ASV1140	0	0	0	0	30
ASV1141	0	0	0	0	30
ASV1142	0	0	0	0	30
ASV1143	0	0	0	0	30
ASV1144	0	0	0	0	30
ASV1145	0	0	0	0	30
ASV1146	0	0	0	0	30
ASV1147	29	0	0	0	0
ASV1148	29	0	0	0	0
ASV1149	29	0	0	0	0
ASV1150	29	0	0	0	0
ASV1151	29	0	0	0	0
ASV1152	29	0	0	0	0
ASV1153	29	0	0	0	0
ASV1154	29	0	0	0	0
ASV1155	29	0	0	0	0
ASV1156	12	0	17	0	0
ASV1157	12	17	0	0	0
ASV1158	10	0	19	0	0
ASV1159	9	0	0	0	20
ASV1160	0	29	0	0	0
ASV1161	0	29	0	0	0
ASV1162	0	29	0	0	0
ASV1163	0	29	0	0	0
ASV1164	0	29	0	0	0
ASV1165	0	29	0	0	0
ASV1166	0	3	0	0	26
ASV1167	0	0	29	0	0
ASV1168	0	0	29	0	0
ASV1169	0	0	29	0	0
ASV1170	0	0	29	0	0
ASV1171	0	0	29	0	0
ASV1172	0	0	29	0	0
ASV1173	0	0	29	0	0
ASV1174	0	0	29	0	0
ASV1175	0	0	0	29	0
ASV1176	0	0	0	29	0
ASV1177	0	0	0	29	0
ASV1178	0	0	0	0	29
ASV1179	0	0	0	0	29
ASV1180	0	0	0	0	29
ASV1181	0	0	0	0	29
ASV1182	0	0	0	0	29
ASV1183	0	0	0	0	29
ASV1184	0	0	0	0	29
ASV1185	0	0	0	0	29
ASV1186	0	0	0	0	29
ASV1187	0	0	0	0	29
ASV1188	0	0	0	0	29
ASV1189	0	0	0	0	29
ASV1190	0	0	0	0	29
ASV1191	0	0	0	0	29
ASV1192	0	0	0	0	29
ASV1193	0	0	0	0	29
ASV1194	0	0	0	0	29
ASV1195	0	0	0	0	29
ASV1196	28	0	0	0	0
ASV1197	28	0	0	0	0
ASV1198	28	0	0	0	0
ASV1199	28	0	0	0	0
ASV1200	28	0	0	0	0
ASV1201	28	0	0	0	0
ASV1202	28	0	0	0	0
ASV1203	28	0	0	0	0
ASV1204	28	0	0	0	0
ASV1205	28	0	0	0	0
ASV1206	12	0	13	3	0
ASV1207	0	28	0	0	0
ASV1208	0	28	0	0	0
ASV1209	0	28	0	0	0
ASV1210	0	28	0	0	0
ASV1211	0	28	0	0	0
ASV1212	0	28	0	0	0
ASV1213	0	28	0	0	0
ASV1214	0	0	28	0	0
ASV1215	0	0	28	0	0
ASV1216	0	0	28	0	0
ASV1217	0	0	28	0	0
ASV1218	0	0	28	0	0
ASV1219	0	0	0	0	28
ASV1220	0	0	0	0	28
ASV1221	0	0	0	0	28
ASV1222	0	0	0	0	28
ASV1223	0	0	0	0	28
ASV1224	0	0	0	0	28
ASV1225	0	0	0	0	28
ASV1226	0	0	0	0	28
ASV1227	27	0	0	0	0
ASV1228	27	0	0	0	0
ASV1229	27	0	0	0	0
ASV1230	27	0	0	0	0
ASV1231	27	0	0	0	0
ASV1232	27	0	0	0	0
ASV1233	27	0	0	0	0
ASV1234	27	0	0	0	0
ASV1235	22	0	0	5	0
ASV1236	12	15	0	0	0
ASV1237	0	27	0	0	0
ASV1238	0	27	0	0	0
ASV1239	0	27	0	0	0
ASV1240	0	27	0	0	0
ASV1241	0	27	0	0	0
ASV1242	0	27	0	0	0
ASV1243	0	27	0	0	0
ASV1244	0	27	0	0	0
ASV1245	0	27	0	0	0
ASV1246	0	27	0	0	0
ASV1247	0	27	0	0	0
ASV1248	0	27	0	0	0
ASV1249	0	27	0	0	0
ASV1250	0	27	0	0	0
ASV1251	0	27	0	0	0
ASV1252	0	14	13	0	0
ASV1253	0	11	16	0	0
ASV1254	0	5	0	0	22
ASV1255	0	0	27	0	0
ASV1256	0	0	27	0	0
ASV1257	0	0	27	0	0
ASV1258	0	0	27	0	0
ASV1259	0	0	27	0	0
ASV1260	0	0	27	0	0
ASV1261	0	0	27	0	0
ASV1262	0	0	27	0	0
ASV1263	0	0	27	0	0
ASV1264	0	0	0	27	0
ASV1265	0	0	0	27	0
ASV1266	0	0	0	27	0
ASV1267	0	0	0	0	27
ASV1268	0	0	0	0	27
ASV1269	0	0	0	0	27
ASV1270	0	0	0	0	27
ASV1271	0	0	0	0	27
ASV1272	0	0	0	0	27
ASV1273	0	0	0	0	27
ASV1274	0	0	0	0	27
ASV1275	26	0	0	0	0
ASV1276	26	0	0	0	0
ASV1277	26	0	0	0	0
ASV1278	26	0	0	0	0
ASV1279	26	0	0	0	0
ASV1280	26	0	0	0	0
ASV1281	15	0	0	0	11
ASV1282	12	14	0	0	0
ASV1283	9	0	0	17	0
ASV1284	0	26	0	0	0
ASV1285	0	26	0	0	0
ASV1286	0	26	0	0	0
ASV1287	0	26	0	0	0
ASV1288	0	26	0	0	0
ASV1289	0	26	0	0	0
ASV1290	0	26	0	0	0
ASV1291	0	26	0	0	0
ASV1292	0	26	0	0	0
ASV1293	0	14	0	0	12
ASV1294	0	0	26	0	0
ASV1295	0	0	26	0	0
ASV1296	0	0	26	0	0
ASV1297	0	0	26	0	0
ASV1298	0	0	26	0	0
ASV1299	0	0	26	0	0
ASV1300	0	0	26	0	0
ASV1301	0	0	26	0	0
ASV1302	0	0	26	0	0
ASV1303	0	0	26	0	0
ASV1304	0	0	12	14	0
ASV1305	0	0	0	26	0
ASV1306	0	0	0	26	0
ASV1307	0	0	0	26	0
ASV1308	0	0	0	26	0
ASV1309	0	0	0	26	0
ASV1310	0	0	0	26	0
ASV1311	0	0	0	0	26
ASV1312	0	0	0	0	26
ASV1313	0	0	0	0	26
ASV1314	0	0	0	0	26
ASV1315	0	0	0	0	26
ASV1316	0	0	0	0	26
ASV1317	0	0	0	0	26
ASV1318	0	0	0	0	26
ASV1319	0	0	0	0	26
ASV1320	25	0	0	0	0
ASV1321	25	0	0	0	0
ASV1322	25	0	0	0	0
ASV1323	25	0	0	0	0
ASV1324	25	0	0	0	0
ASV1325	25	0	0	0	0
ASV1326	25	0	0	0	0
ASV1327	25	0	0	0	0
ASV1328	25	0	0	0	0
ASV1329	25	0	0	0	0
ASV1330	25	0	0	0	0
ASV1331	25	0	0	0	0
ASV1332	25	0	0	0	0
ASV1333	25	0	0	0	0
ASV1334	16	0	0	0	9
ASV1335	12	5	0	0	8
ASV1336	10	0	15	0	0
ASV1337	0	25	0	0	0
ASV1338	0	25	0	0	0
ASV1339	0	25	0	0	0
ASV1340	0	25	0	0	0
ASV1341	0	25	0	0	0
ASV1342	0	25	0	0	0
ASV1343	0	25	0	0	0
ASV1344	0	25	0	0	0
ASV1345	0	25	0	0	0
ASV1346	0	15	0	0	10
ASV1347	0	13	0	12	0
ASV1348	0	11	0	0	14
ASV1349	0	0	25	0	0
ASV1350	0	0	25	0	0
ASV1351	0	0	25	0	0
ASV1352	0	0	25	0	0
ASV1353	0	0	25	0	0
ASV1354	0	0	25	0	0
ASV1355	0	0	25	0	0
ASV1356	0	0	12	0	13
ASV1357	0	0	0	25	0
ASV1358	0	0	0	25	0
ASV1359	0	0	0	25	0
ASV1360	0	0	0	0	25
ASV1361	0	0	0	0	25
ASV1362	0	0	0	0	25
ASV1363	0	0	0	0	25
ASV1364	0	0	0	0	25
ASV1365	0	0	0	0	25
ASV1366	0	0	0	0	25
ASV1367	0	0	0	0	25
ASV1368	0	0	0	0	25
ASV1369	0	0	0	0	25
ASV1370	0	0	0	0	25
ASV1371	0	0	0	0	25
ASV1372	0	0	0	0	25
ASV1373	0	0	0	0	25
ASV1374	24	0	0	0	0
ASV1375	24	0	0	0	0
ASV1376	24	0	0	0	0
ASV1377	24	0	0	0	0
ASV1378	24	0	0	0	0
ASV1379	24	0	0	0	0
ASV1380	15	0	0	9	0
ASV1381	0	24	0	0	0
ASV1382	0	24	0	0	0
ASV1383	0	24	0	0	0
ASV1384	0	24	0	0	0
ASV1385	0	24	0	0	0
ASV1386	0	24	0	0	0
ASV1387	0	24	0	0	0
ASV1388	0	24	0	0	0
ASV1389	0	24	0	0	0
ASV1390	0	24	0	0	0
ASV1391	0	13	0	0	11
ASV1392	0	2	0	15	7
ASV1393	0	0	24	0	0
ASV1394	0	0	24	0	0
ASV1395	0	0	24	0	0
ASV1396	0	0	24	0	0
ASV1397	0	0	24	0	0
ASV1398	0	0	24	0	0
ASV1399	0	0	24	0	0
ASV1400	0	0	24	0	0
ASV1401	0	0	16	8	0
ASV1402	0	0	0	24	0
ASV1403	0	0	0	24	0
ASV1404	0	0	0	24	0
ASV1405	0	0	0	0	24
ASV1406	0	0	0	0	24
ASV1407	0	0	0	0	24
ASV1408	0	0	0	0	24
ASV1409	0	0	0	0	24
ASV1410	0	0	0	0	24
ASV1411	0	0	0	0	24
ASV1412	0	0	0	0	24
ASV1413	0	0	0	0	24
ASV1414	0	0	0	0	24
ASV1415	0	0	0	0	24
ASV1416	0	0	0	0	24
ASV1417	0	0	0	0	24
ASV1418	0	0	0	0	24
ASV1419	0	0	0	0	24
ASV1420	0	0	0	0	24
ASV1421	23	0	0	0	0
ASV1422	23	0	0	0	0
ASV1423	23	0	0	0	0
ASV1424	23	0	0	0	0
ASV1425	23	0	0	0	0
ASV1426	23	0	0	0	0
ASV1427	13	0	0	10	0
ASV1428	11	12	0	0	0
ASV1429	9	14	0	0	0
ASV1430	9	0	14	0	0
ASV1431	4	9	1	9	0
ASV1432	0	23	0	0	0
ASV1433	0	23	0	0	0
ASV1434	0	23	0	0	0
ASV1435	0	23	0	0	0
ASV1436	0	0	23	0	0
ASV1437	0	0	23	0	0
ASV1438	0	0	23	0	0
ASV1439	0	0	23	0	0
ASV1440	0	0	23	0	0
ASV1441	0	0	23	0	0
ASV1442	0	0	23	0	0
ASV1443	0	0	23	0	0
ASV1444	0	0	23	0	0
ASV1445	0	0	23	0	0
ASV1446	0	0	23	0	0
ASV1447	0	0	23	0	0
ASV1448	0	0	23	0	0
ASV1449	0	0	23	0	0
ASV1450	0	0	23	0	0
ASV1451	0	0	0	23	0
ASV1452	0	0	0	23	0
ASV1453	0	0	0	23	0
ASV1454	0	0	0	23	0
ASV1455	0	0	0	23	0
ASV1456	0	0	0	23	0
ASV1457	0	0	0	23	0
ASV1458	0	0	0	23	0
ASV1459	0	0	0	0	23
ASV1460	0	0	0	0	23
ASV1461	0	0	0	0	23
ASV1462	0	0	0	0	23
ASV1463	0	0	0	0	23
ASV1464	0	0	0	0	23
ASV1465	0	0	0	0	23
ASV1466	0	0	0	0	23
ASV1467	0	0	0	0	23
ASV1468	0	0	0	0	23
ASV1469	0	0	0	0	23
ASV1470	22	0	0	0	0
ASV1471	22	0	0	0	0
ASV1472	22	0	0	0	0
ASV1473	22	0	0	0	0
ASV1474	22	0	0	0	0
ASV1475	22	0	0	0	0
ASV1476	22	0	0	0	0
ASV1477	22	0	0	0	0
ASV1478	0	22	0	0	0
ASV1479	0	22	0	0	0
ASV1480	0	22	0	0	0
ASV1481	0	22	0	0	0
ASV1482	0	22	0	0	0
ASV1483	0	22	0	0	0
ASV1484	0	22	0	0	0
ASV1485	0	22	0	0	0
ASV1486	0	22	0	0	0
ASV1487	0	13	0	0	9
ASV1488	0	7	15	0	0
ASV1489	0	0	22	0	0
ASV1490	0	0	22	0	0
ASV1491	0	0	22	0	0
ASV1492	0	0	22	0	0
ASV1493	0	0	22	0	0
ASV1494	0	0	22	0	0
ASV1495	0	0	22	0	0
ASV1496	0	0	22	0	0
ASV1497	0	0	22	0	0
ASV1498	0	0	13	9	0
ASV1499	0	0	9	13	0
ASV1500	0	0	0	22	0
ASV1501	0	0	0	22	0
ASV1502	0	0	0	22	0
ASV1503	0	0	0	22	0
ASV1504	0	0	0	22	0
ASV1505	0	0	0	22	0
ASV1506	0	0	0	0	22
ASV1507	0	0	0	0	22
ASV1508	0	0	0	0	22
ASV1509	0	0	0	0	22
ASV1510	0	0	0	0	22
ASV1511	0	0	0	0	22
ASV1512	0	0	0	0	22
ASV1513	0	0	0	0	22
ASV1514	0	0	0	0	22
ASV1515	0	0	0	0	22
ASV1516	0	0	0	0	22
ASV1517	0	0	0	0	22
ASV1518	0	0	0	0	22
ASV1519	0	0	0	0	22
ASV1520	0	0	0	0	22
ASV1521	0	0	0	0	22
ASV1522	0	0	0	0	22
ASV1523	21	0	0	0	0
ASV1524	21	0	0	0	0
ASV1525	21	0	0	0	0
ASV1526	21	0	0	0	0
ASV1527	21	0	0	0	0
ASV1528	21	0	0	0	0
ASV1529	21	0	0	0	0
ASV1530	21	0	0	0	0
ASV1531	21	0	0	0	0
ASV1532	21	0	0	0	0
ASV1533	21	0	0	0	0
ASV1534	21	0	0	0	0
ASV1535	21	0	0	0	0
ASV1536	21	0	0	0	0
ASV1537	21	0	0	0	0
ASV1538	8	13	0	0	0
ASV1539	0	21	0	0	0
ASV1540	0	21	0	0	0
ASV1541	0	21	0	0	0
ASV1542	0	21	0	0	0
ASV1543	0	21	0	0	0
ASV1544	0	21	0	0	0
ASV1545	0	21	0	0	0
ASV1546	0	21	0	0	0
ASV1547	0	21	0	0	0
ASV1548	0	21	0	0	0
ASV1549	0	21	0	0	0
ASV1550	0	21	0	0	0
ASV1551	0	21	0	0	0
ASV1552	0	0	21	0	0
ASV1553	0	0	21	0	0
ASV1554	0	0	21	0	0
ASV1555	0	0	21	0	0
ASV1556	0	0	21	0	0
ASV1557	0	0	21	0	0
ASV1558	0	0	21	0	0
ASV1559	0	0	21	0	0
ASV1560	0	0	21	0	0
ASV1561	0	0	21	0	0
ASV1562	0	0	21	0	0
ASV1563	0	0	9	12	0
ASV1564	0	0	0	21	0
ASV1565	0	0	0	21	0
ASV1566	0	0	0	21	0
ASV1567	0	0	0	0	21
ASV1568	0	0	0	0	21
ASV1569	0	0	0	0	21
ASV1570	0	0	0	0	21
ASV1571	0	0	0	0	21
ASV1572	0	0	0	0	21
ASV1573	0	0	0	0	21
ASV1574	0	0	0	0	21
ASV1575	0	0	0	0	21
ASV1576	0	0	0	0	21
ASV1577	0	0	0	0	21
ASV1578	0	0	0	0	21
ASV1579	0	0	0	0	21
ASV1580	0	0	0	0	21
ASV1581	0	0	0	0	21
ASV1582	0	0	0	0	21
ASV1583	0	0	0	0	21
ASV1584	0	0	0	0	21
ASV1585	0	0	0	0	21
ASV1586	0	0	0	0	21
ASV1587	20	0	0	0	0
ASV1588	20	0	0	0	0
ASV1589	20	0	0	0	0
ASV1590	20	0	0	0	0
ASV1591	20	0	0	0	0
ASV1592	20	0	0	0	0
ASV1593	20	0	0	0	0
ASV1594	20	0	0	0	0
ASV1595	20	0	0	0	0
ASV1596	20	0	0	0	0
ASV1597	20	0	0	0	0
ASV1598	20	0	0	0	0
ASV1599	20	0	0	0	0
ASV1600	20	0	0	0	0
ASV1601	20	0	0	0	0
ASV1602	20	0	0	0	0
ASV1603	20	0	0	0	0
ASV1604	20	0	0	0	0
ASV1605	20	0	0	0	0
ASV1606	0	20	0	0	0
ASV1607	0	20	0	0	0
ASV1608	0	20	0	0	0
ASV1609	0	20	0	0	0
ASV1610	0	20	0	0	0
ASV1611	0	20	0	0	0
ASV1612	0	20	0	0	0
ASV1613	0	20	0	0	0
ASV1614	0	20	0	0	0
ASV1615	0	20	0	0	0
ASV1616	0	0	20	0	0
ASV1617	0	0	20	0	0
ASV1618	0	0	20	0	0
ASV1619	0	0	20	0	0
ASV1620	0	0	20	0	0
ASV1621	0	0	20	0	0
ASV1622	0	0	20	0	0
ASV1623	0	0	20	0	0
ASV1624	0	0	20	0	0
ASV1625	0	0	20	0	0
ASV1626	0	0	20	0	0
ASV1627	0	0	20	0	0
ASV1628	0	0	20	0	0
ASV1629	0	0	20	0	0
ASV1630	0	0	20	0	0
ASV1631	0	0	20	0	0
ASV1632	0	0	20	0	0
ASV1633	0	0	20	0	0
ASV1634	0	0	0	20	0
ASV1635	0	0	0	20	0
ASV1636	0	0	0	20	0
ASV1637	0	0	0	20	0
ASV1638	0	0	0	20	0
ASV1639	0	0	0	20	0
ASV1640	0	0	0	20	0
ASV1641	0	0	0	20	0
ASV1642	0	0	0	0	20
ASV1643	0	0	0	0	20
ASV1644	0	0	0	0	20
ASV1645	0	0	0	0	20
ASV1646	0	0	0	0	20
ASV1647	0	0	0	0	20
ASV1648	0	0	0	0	20
ASV1649	0	0	0	0	20
ASV1650	0	0	0	0	20
ASV1651	0	0	0	0	20
ASV1652	0	0	0	0	20
ASV1653	0	0	0	0	20
ASV1654	0	0	0	0	20
ASV1655	0	0	0	0	20
ASV1656	0	0	0	0	20
ASV1657	0	0	0	0	20
ASV1658	0	0	0	0	20
ASV1659	19	0	0	0	0
ASV1660	19	0	0	0	0
ASV1661	19	0	0	0	0
ASV1662	19	0	0	0	0
ASV1663	19	0	0	0	0
ASV1664	19	0	0	0	0
ASV1665	19	0	0	0	0
ASV1666	19	0	0	0	0
ASV1667	19	0	0	0	0
ASV1668	19	0	0	0	0
ASV1669	19	0	0	0	0
ASV1670	19	0	0	0	0
ASV1671	19	0	0	0	0
ASV1672	19	0	0	0	0
ASV1673	15	0	0	4	0
ASV1674	0	19	0	0	0
ASV1675	0	19	0	0	0
ASV1676	0	19	0	0	0
ASV1677	0	19	0	0	0
ASV1678	0	19	0	0	0
ASV1679	0	19	0	0	0
ASV1680	0	19	0	0	0
ASV1681	0	19	0	0	0
ASV1682	0	19	0	0	0
ASV1683	0	19	0	0	0
ASV1684	0	19	0	0	0
ASV1685	0	19	0	0	0
ASV1686	0	19	0	0	0
ASV1687	0	19	0	0	0
ASV1688	0	19	0	0	0
ASV1689	0	0	19	0	0
ASV1690	0	0	19	0	0
ASV1691	0	0	19	0	0
ASV1692	0	0	19	0	0
ASV1693	0	0	19	0	0
ASV1694	0	0	19	0	0
ASV1695	0	0	19	0	0
ASV1696	0	0	19	0	0
ASV1697	0	0	19	0	0
ASV1698	0	0	19	0	0
ASV1699	0	0	19	0	0
ASV1700	0	0	19	0	0
ASV1701	0	0	19	0	0
ASV1702	0	0	19	0	0
ASV1703	0	0	19	0	0
ASV1704	0	0	9	10	0
ASV1705	0	0	0	19	0
ASV1706	0	0	0	19	0
ASV1707	0	0	0	19	0
ASV1708	0	0	0	19	0
ASV1709	0	0	0	0	19
ASV1710	0	0	0	0	19
ASV1711	0	0	0	0	19
ASV1712	0	0	0	0	19
ASV1713	0	0	0	0	19
ASV1714	0	0	0	0	19
ASV1715	0	0	0	0	19
ASV1716	0	0	0	0	19
ASV1717	0	0	0	0	19
ASV1718	0	0	0	0	19
ASV1719	0	0	0	0	19
ASV1720	0	0	0	0	19
ASV1721	0	0	0	0	19
ASV1722	0	0	0	0	19
ASV1723	0	0	0	0	19
ASV1724	0	0	0	0	19
ASV1725	0	0	0	0	19
ASV1726	0	0	0	0	19
ASV1727	0	0	0	0	19
ASV1728	0	0	0	0	19
ASV1729	0	0	0	0	19
ASV1730	0	0	0	0	19
ASV1731	0	0	0	0	19
ASV1732	0	0	0	0	19
ASV1733	18	0	0	0	0
ASV1734	18	0	0	0	0
ASV1735	18	0	0	0	0
ASV1736	18	0	0	0	0
ASV1737	18	0	0	0	0
ASV1738	18	0	0	0	0
ASV1739	18	0	0	0	0
ASV1740	18	0	0	0	0
ASV1741	18	0	0	0	0
ASV1742	18	0	0	0	0
ASV1743	18	0	0	0	0
ASV1744	18	0	0	0	0
ASV1745	18	0	0	0	0
ASV1746	18	0	0	0	0
ASV1747	18	0	0	0	0
ASV1748	9	0	9	0	0
ASV1749	5	0	0	13	0
ASV1750	0	18	0	0	0
ASV1751	0	18	0	0	0
ASV1752	0	18	0	0	0
ASV1753	0	18	0	0	0
ASV1754	0	18	0	0	0
ASV1755	0	18	0	0	0
ASV1756	0	18	0	0	0
ASV1757	0	18	0	0	0
ASV1758	0	18	0	0	0
ASV1759	0	18	0	0	0
ASV1760	0	18	0	0	0
ASV1761	0	18	0	0	0
ASV1762	0	18	0	0	0
ASV1763	0	18	0	0	0
ASV1764	0	18	0	0	0
ASV1765	0	18	0	0	0
ASV1766	0	18	0	0	0
ASV1767	0	9	9	0	0
ASV1768	0	6	12	0	0
ASV1769	0	0	18	0	0
ASV1770	0	0	18	0	0
ASV1771	0	0	18	0	0
ASV1772	0	0	18	0	0
ASV1773	0	0	18	0	0
ASV1774	0	0	18	0	0
ASV1775	0	0	18	0	0
ASV1776	0	0	18	0	0
ASV1777	0	0	18	0	0
ASV1778	0	0	18	0	0
ASV1779	0	0	18	0	0
ASV1780	0	0	18	0	0
ASV1781	0	0	18	0	0
ASV1782	0	0	18	0	0
ASV1783	0	0	18	0	0
ASV1784	0	0	18	0	0
