ASV_ID	CaS3_S35_L001	CaS4_S47_L001	TgS1_S11_L001	TgS2_S23_L001	UpS5_S59_L001
ASV1785	0	0	18	0	0
ASV1786	0	0	18	0	0
ASV1787	0	0	18	0	0
ASV1788	0	0	18	0	0
ASV1789	0	0	18	0	0
ASV1790	0	0	7	11	0
ASV1791	0	0	0	18	0
ASV1792	0	0	0	18	0
ASV1793	0	0	0	18	0
ASV1794	0	0	0	18	0
ASV1795	0	0	0	18	0
ASV1796	0	0	0	18	0
ASV1797	0	0	0	18	0
ASV1798	0	0	0	18	0
ASV1799	0	0	0	18	0
ASV1800	0	0	0	18	0
ASV1801	0	0	0	18	0
ASV1802	0	0	0	18	0
ASV1803	0	0	0	18	0
ASV1804	0	0	0	0	18
ASV1805	0	0	0	0	18
ASV1806	0	0	0	0	18
ASV1807	0	0	0	0	18
ASV1808	0	0	0	0	18
ASV1809	0	0	0	0	18
ASV1810	0	0	0	0	18
ASV1811	0	0	0	0	18
ASV1812	0	0	0	0	18
ASV1813	0	0	0	0	18
ASV1814	0	0	0	0	18
ASV1815	0	0	0	0	18
ASV1816	0	0	0	0	18
ASV1817	0	0	0	0	18
ASV1818	0	0	0	0	18
ASV1819	0	0	0	0	18
ASV1820	0	0	0	0	18
ASV1821	0	0	0	0	18
ASV1822	0	0	0	0	18
ASV1823	0	0	0	0	18
ASV1824	17	0	0	0	0
ASV1825	17	0	0	0	0
ASV1826	17	0	0	0	0
ASV1827	17	0	0	0	0
ASV1828	17	0	0	0	0
ASV1829	17	0	0	0	0
ASV1830	17	0	0	0	0
ASV1831	17	0	0	0	0
ASV1832	17	0	0	0	0
ASV1833	17	0	0	0	0
ASV1834	17	0	0	0	0
ASV1835	17	0	0	0	0
ASV1836	17	0	0	0	0
ASV1837	17	0	0	0	0
ASV1838	17	0	0	0	0
ASV1839	17	0	0	0	0
ASV1840	17	0	0	0	0
ASV1841	17	0	0	0	0
ASV1842	12	0	5	0	0
ASV1843	0	17	0	0	0
ASV1844	0	17	0	0	0
ASV1845	0	17	0	0	0
ASV1846	0	17	0	0	0
ASV1847	0	17	0	0	0
ASV1848	0	17	0	0	0
ASV1849	0	17	0	0	0
ASV1850	0	17	0	0	0
ASV1851	0	17	0	0	0
ASV1852	0	17	0	0	0
ASV1853	0	17	0	0	0
ASV1854	0	17	0	0	0
ASV1855	0	17	0	0	0
ASV1856	0	17	0	0	0
ASV1857	0	17	0	0	0
ASV1858	0	17	0	0	0
ASV1859	0	17	0	0	0
ASV1860	0	0	17	0	0
ASV1861	0	0	17	0	0
ASV1862	0	0	17	0	0
ASV1863	0	0	17	0	0
ASV1864	0	0	17	0	0
ASV1865	0	0	17	0	0
ASV1866	0	0	17	0	0
ASV1867	0	0	17	0	0
ASV1868	0	0	17	0	0
ASV1869	0	0	17	0	0
ASV1870	0	0	17	0	0
ASV1871	0	0	17	0	0
ASV1872	0	0	17	0	0
ASV1873	0	0	17	0	0
ASV1874	0	0	17	0	0
ASV1875	0	0	17	0	0
ASV1876	0	0	17	0	0
ASV1877	0	0	17	0	0
ASV1878	0	0	17	0	0
ASV1879	0	0	0	17	0
ASV1880	0	0	0	17	0
ASV1881	0	0	0	17	0
ASV1882	0	0	0	17	0
ASV1883	0	0	0	17	0
ASV1884	0	0	0	0	17
ASV1885	0	0	0	0	17
ASV1886	0	0	0	0	17
ASV1887	0	0	0	0	17
ASV1888	0	0	0	0	17
ASV1889	0	0	0	0	17
ASV1890	0	0	0	0	17
ASV1891	0	0	0	0	17
ASV1892	0	0	0	0	17
ASV1893	0	0	0	0	17
ASV1894	0	0	0	0	17
ASV1895	0	0	0	0	17
ASV1896	0	0	0	0	17
ASV1897	0	0	0	0	17
ASV1898	0	0	0	0	17
ASV1899	0	0	0	0	17
ASV1900	0	0	0	0	17
ASV1901	0	0	0	0	17
ASV1902	0	0	0	0	17
ASV1903	0	0	0	0	17
ASV1904	0	0	0	0	17
ASV1905	0	0	0	0	17
ASV1906	0	0	0	0	17
ASV1907	0	0	0	0	17
ASV1908	16	0	0	0	0
ASV1909	16	0	0	0	0
ASV1910	16	0	0	0	0
ASV1911	16	0	0	0	0
ASV1912	16	0	0	0	0
ASV1913	16	0	0	0	0
ASV1914	16	0	0	0	0
ASV1915	16	0	0	0	0
ASV1916	16	0	0	0	0
ASV1917	16	0	0	0	0
ASV1918	16	0	0	0	0
ASV1919	16	0	0	0	0
ASV1920	16	0	0	0	0
ASV1921	16	0	0	0	0
ASV1922	16	0	0	0	0
ASV1923	16	0	0	0	0
ASV1924	16	0	0	0	0
ASV1925	16	0	0	0	0
ASV1926	16	0	0	0	0
ASV1927	16	0	0	0	0
ASV1928	8	8	0	0	0
ASV1929	0	16	0	0	0
ASV1930	0	16	0	0	0
ASV1931	0	16	0	0	0
ASV1932	0	16	0	0	0
ASV1933	0	16	0	0	0
ASV1934	0	16	0	0	0
ASV1935	0	16	0	0	0
ASV1936	0	16	0	0	0
ASV1937	0	16	0	0	0
ASV1938	0	16	0	0	0
ASV1939	0	16	0	0	0
ASV1940	0	16	0	0	0
ASV1941	0	16	0	0	0
ASV1942	0	16	0	0	0
ASV1943	0	16	0	0	0
ASV1944	0	16	0	0	0
ASV1945	0	16	0	0	0
ASV1946	0	16	0	0	0
ASV1947	0	16	0	0	0
ASV1948	0	16	0	0	0
ASV1949	0	16	0	0	0
ASV1950	0	0	16	0	0
ASV1951	0	0	16	0	0
ASV1952	0	0	16	0	0
ASV1953	0	0	16	0	0
ASV1954	0	0	16	0	0
ASV1955	0	0	16	0	0
ASV1956	0	0	16	0	0
ASV1957	0	0	16	0	0
ASV1958	0	0	16	0	0
ASV1959	0	0	16	0	0
ASV1960	0	0	16	0	0
ASV1961	0	0	16	0	0
ASV1962	0	0	16	0	0
ASV1963	0	0	16	0	0
ASV1964	0	0	16	0	0
ASV1965	0	0	16	0	0
ASV1966	0	0	9	0	7
ASV1967	0	0	0	16	0
ASV1968	0	0	0	16	0
ASV1969	0	0	0	16	0
ASV1970	0	0	0	16	0
ASV1971	0	0	0	16	0
ASV1972	0	0	0	16	0
ASV1973	0	0	0	16	0
ASV1974	0	0	0	16	0
ASV1975	0	0	0	16	0
ASV1976	0	0	0	0	16
ASV1977	0	0	0	0	16
ASV1978	0	0	0	0	16
ASV1979	0	0	0	0	16
ASV1980	0	0	0	0	16
ASV1981	0	0	0	0	16
ASV1982	0	0	0	0	16
ASV1983	0	0	0	0	16
ASV1984	0	0	0	0	16
ASV1985	0	0	0	0	16
ASV1986	0	0	0	0	16
ASV1987	0	0	0	0	16
ASV1988	0	0	0	0	16
ASV1989	0	0	0	0	16
ASV1990	0	0	0	0	16
ASV1991	0	0	0	0	16
ASV1992	0	0	0	0	16
ASV1993	0	0	0	0	16
ASV1994	0	0	0	0	16
ASV1995	0	0	0	0	16
ASV1996	15	0	0	0	0
ASV1997	15	0	0	0	0
ASV1998	15	0	0	0	0
ASV1999	15	0	0	0	0
ASV2000	15	0	0	0	0
ASV2001	15	0	0	0	0
ASV2002	15	0	0	0	0
ASV2003	15	0	0	0	0
ASV2004	15	0	0	0	0
ASV2005	15	0	0	0	0
ASV2006	15	0	0	0	0
ASV2007	15	0	0	0	0
ASV2008	15	0	0	0	0
ASV2009	15	0	0	0	0
ASV2010	15	0	0	0	0
ASV2011	15	0	0	0	0
ASV2012	15	0	0	0	0
ASV2013	15	0	0	0	0
ASV2014	3	12	0	0	0
ASV2015	0	15	0	0	0
ASV2016	0	15	0	0	0
ASV2017	0	15	0	0	0
ASV2018	0	15	0	0	0
ASV2019	0	15	0	0	0
ASV2020	0	15	0	0	0
ASV2021	0	15	0	0	0
ASV2022	0	15	0	0	0
ASV2023	0	15	0	0	0
ASV2024	0	15	0	0	0
ASV2025	0	15	0	0	0
ASV2026	0	15	0	0	0
ASV2027	0	11	4	0	0
ASV2028	0	0	15	0	0
ASV2029	0	0	15	0	0
ASV2030	0	0	15	0	0
ASV2031	0	0	15	0	0
ASV2032	0	0	15	0	0
ASV2033	0	0	15	0	0
ASV2034	0	0	15	0	0
ASV2035	0	0	15	0	0
ASV2036	0	0	15	0	0
ASV2037	0	0	15	0	0
ASV2038	0	0	15	0	0
ASV2039	0	0	15	0	0
ASV2040	0	0	15	0	0
ASV2041	0	0	15	0	0
ASV2042	0	0	15	0	0
ASV2043	0	0	15	0	0
ASV2044	0	0	15	0	0
ASV2045	0	0	5	0	10
ASV2046	0	0	0	15	0
ASV2047	0	0	0	15	0
ASV2048	0	0	0	15	0
ASV2049	0	0	0	15	0
ASV2050	0	0	0	15	0
ASV2051	0	0	0	15	0
ASV2052	0	0	0	15	0
ASV2053	0	0	0	15	0
ASV2054	0	0	0	15	0
ASV2055	0	0	0	15	0
ASV2056	0	0	0	15	0
ASV2057	0	0	0	15	0
ASV2058	0	0	0	7	8
ASV2059	0	0	0	0	15
ASV2060	0	0	0	0	15
ASV2061	0	0	0	0	15
ASV2062	0	0	0	0	15
ASV2063	0	0	0	0	15
ASV2064	0	0	0	0	15
ASV2065	0	0	0	0	15
ASV2066	0	0	0	0	15
ASV2067	0	0	0	0	15
ASV2068	0	0	0	0	15
ASV2069	0	0	0	0	15
ASV2070	0	0	0	0	15
ASV2071	0	0	0	0	15
ASV2072	0	0	0	0	15
ASV2073	0	0	0	0	15
ASV2074	0	0	0	0	15
ASV2075	0	0	0	0	15
ASV2076	0	0	0	0	15
ASV2077	0	0	0	0	15
ASV2078	0	0	0	0	15
ASV2079	0	0	0	0	15
ASV2080	0	0	0	0	15
ASV2081	0	0	0	0	15
ASV2082	0	0	0	0	15
ASV2083	0	0	0	0	15
ASV2084	0	0	0	0	15
ASV2085	0	0	0	0	15
ASV2086	0	0	0	0	15
ASV2087	0	0	0	0	15
ASV2088	0	0	0	0	15
ASV2089	0	0	0	0	15
ASV2090	0	0	0	0	15
ASV2091	14	0	0	0	0
ASV2092	14	0	0	0	0
ASV2093	14	0	0	0	0
ASV2094	14	0	0	0	0
ASV2095	14	0	0	0	0
ASV2096	14	0	0	0	0
ASV2097	14	0	0	0	0
ASV2098	14	0	0	0	0
ASV2099	14	0	0	0	0
ASV2100	14	0	0	0	0
ASV2101	14	0	0	0	0
ASV2102	14	0	0	0	0
ASV2103	14	0	0	0	0
ASV2104	14	0	0	0	0
ASV2105	14	0	0	0	0
ASV2106	14	0	0	0	0
ASV2107	14	0	0	0	0
ASV2108	14	0	0	0	0
ASV2109	14	0	0	0	0
ASV2110	8	6	0	0	0
ASV2111	0	14	0	0	0
ASV2112	0	14	0	0	0
ASV2113	0	14	0	0	0
ASV2114	0	14	0	0	0
ASV2115	0	14	0	0	0
ASV2116	0	14	0	0	0
ASV2117	0	14	0	0	0
ASV2118	0	14	0	0	0
ASV2119	0	14	0	0	0
ASV2120	0	14	0	0	0
ASV2121	0	14	0	0	0
ASV2122	0	14	0	0	0
ASV2123	0	14	0	0	0
ASV2124	0	14	0	0	0
ASV2125	0	14	0	0	0
ASV2126	0	14	0	0	0
ASV2127	0	14	0	0	0
ASV2128	0	14	0	0	0
ASV2129	0	14	0	0	0
ASV2130	0	14	0	0	0
ASV2131	0	14	0	0	0
ASV2132	0	14	0	0	0
ASV2133	0	14	0	0	0
ASV2134	0	14	0	0	0
ASV2135	0	14	0	0	0
ASV2136	0	4	10	0	0
ASV2137	0	0	14	0	0
ASV2138	0	0	14	0	0
ASV2139	0	0	14	0	0
ASV2140	0	0	14	0	0
ASV2141	0	0	14	0	0
ASV2142	0	0	14	0	0
ASV2143	0	0	14	0	0
ASV2144	0	0	14	0	0
ASV2145	0	0	14	0	0
ASV2146	0	0	14	0	0
ASV2147	0	0	14	0	0
ASV2148	0	0	14	0	0
ASV2149	0	0	14	0	0
ASV2150	0	0	14	0	0
ASV2151	0	0	14	0	0
ASV2152	0	0	14	0	0
ASV2153	0	0	14	0	0
ASV2154	0	0	14	0	0
ASV2155	0	0	14	0	0
ASV2156	0	0	14	0	0
ASV2157	0	0	14	0	0
ASV2158	0	0	14	0	0
ASV2159	0	0	14	0	0
ASV2160	0	0	14	0	0
ASV2161	0	0	14	0	0
ASV2162	0	0	14	0	0
ASV2163	0	0	14	0	0
ASV2164	0	0	14	0	0
ASV2165	0	0	14	0	0
ASV2166	0	0	14	0	0
ASV2167	0	0	14	0	0
ASV2168	0	0	0	14	0
ASV2169	0	0	0	14	0
ASV2170	0	0	0	14	0
ASV2171	0	0	0	14	0
ASV2172	0	0	0	14	0
ASV2173	0	0	0	14	0
ASV2174	0	0	0	14	0
ASV2175	0	0	0	14	0
ASV2176	0	0	0	0	14
ASV2177	0	0	0	0	14
ASV2178	0	0	0	0	14
ASV2179	0	0	0	0	14
ASV2180	0	0	0	0	14
ASV2181	0	0	0	0	14
ASV2182	0	0	0	0	14
ASV2183	0	0	0	0	14
ASV2184	0	0	0	0	14
ASV2185	0	0	0	0	14
ASV2186	0	0	0	0	14
ASV2187	0	0	0	0	14
ASV2188	0	0	0	0	14
ASV2189	0	0	0	0	14
ASV2190	0	0	0	0	14
ASV2191	0	0	0	0	14
ASV2192	0	0	0	0	14
ASV2193	0	0	0	0	14
ASV2194	0	0	0	0	14
ASV2195	0	0	0	0	14
ASV2196	0	0	0	0	14
ASV2197	0	0	0	0	14
ASV2198	0	0	0	0	14
ASV2199	0	0	0	0	14
ASV2200	0	0	0	0	14
ASV2201	0	0	0	0	14
ASV2202	0	0	0	0	14
ASV2203	0	0	0	0	14
ASV2204	0	0	0	0	14
ASV2205	0	0	0	0	14
ASV2206	0	0	0	0	14
ASV2207	0	0	0	0	14
ASV2208	13	0	0	0	0
ASV2209	13	0	0	0	0
ASV2210	13	0	0	0	0
ASV2211	13	0	0	0	0
ASV2212	13	0	0	0	0
ASV2213	13	0	0	0	0
ASV2214	13	0	0	0	0
ASV2215	13	0	0	0	0
ASV2216	13	0	0	0	0
ASV2217	13	0	0	0	0
ASV2218	13	0	0	0	0
ASV2219	13	0	0	0	0
ASV2220	13	0	0	0	0
ASV2221	13	0	0	0	0
ASV2222	13	0	0	0	0
ASV2223	13	0	0	0	0
ASV2224	13	0	0	0	0
ASV2225	7	6	0	0	0
ASV2226	6	0	0	0	7
ASV2227	0	13	0	0	0
ASV2228	0	13	0	0	0
ASV2229	0	13	0	0	0
ASV2230	0	13	0	0	0
ASV2231	0	13	0	0	0
ASV2232	0	13	0	0	0
ASV2233	0	13	0	0	0
ASV2234	0	13	0	0	0
ASV2235	0	13	0	0	0
ASV2236	0	13	0	0	0
ASV2237	0	13	0	0	0
ASV2238	0	13	0	0	0
ASV2239	0	13	0	0	0
ASV2240	0	13	0	0	0
ASV2241	0	13	0	0	0
ASV2242	0	13	0	0	0
ASV2243	0	13	0	0	0
ASV2244	0	13	0	0	0
ASV2245	0	13	0	0	0
ASV2246	0	13	0	0	0
ASV2247	0	13	0	0	0
ASV2248	0	13	0	0	0
ASV2249	0	13	0	0	0
ASV2250	0	8	0	5	0
ASV2251	0	0	13	0	0
ASV2252	0	0	13	0	0
ASV2253	0	0	13	0	0
ASV2254	0	0	13	0	0
ASV2255	0	0	13	0	0
ASV2256	0	0	13	0	0
ASV2257	0	0	13	0	0
ASV2258	0	0	13	0	0
ASV2259	0	0	13	0	0
ASV2260	0	0	13	0	0
ASV2261	0	0	13	0	0
ASV2262	0	0	13	0	0
ASV2263	0	0	13	0	0
ASV2264	0	0	13	0	0
ASV2265	0	0	13	0	0
ASV2266	0	0	13	0	0
ASV2267	0	0	13	0	0
ASV2268	0	0	13	0	0
ASV2269	0	0	13	0	0
ASV2270	0	0	13	0	0
ASV2271	0	0	13	0	0
ASV2272	0	0	13	0	0
ASV2273	0	0	0	13	0
ASV2274	0	0	0	13	0
ASV2275	0	0	0	13	0
ASV2276	0	0	0	13	0
ASV2277	0	0	0	13	0
ASV2278	0	0	0	13	0
ASV2279	0	0	0	13	0
ASV2280	0	0	0	13	0
ASV2281	0	0	0	13	0
ASV2282	0	0	0	13	0
ASV2283	0	0	0	13	0
ASV2284	0	0	0	13	0
ASV2285	0	0	0	13	0
ASV2286	0	0	0	0	13
ASV2287	0	0	0	0	13
ASV2288	0	0	0	0	13
ASV2289	0	0	0	0	13
ASV2290	0	0	0	0	13
ASV2291	0	0	0	0	13
ASV2292	0	0	0	0	13
ASV2293	0	0	0	0	13
ASV2294	0	0	0	0	13
ASV2295	0	0	0	0	13
ASV2296	0	0	0	0	13
ASV2297	0	0	0	0	13
ASV2298	0	0	0	0	13
ASV2299	0	0	0	0	13
ASV2300	0	0	0	0	13
ASV2301	0	0	0	0	13
ASV2302	0	0	0	0	13
ASV2303	0	0	0	0	13
ASV2304	0	0	0	0	13
ASV2305	0	0	0	0	13
ASV2306	0	0	0	0	13
ASV2307	0	0	0	0	13
ASV2308	0	0	0	0	13
ASV2309	12	0	0	0	0
ASV2310	12	0	0	0	0
ASV2311	12	0	0	0	0
ASV2312	12	0	0	0	0
ASV2313	12	0	0	0	0
ASV2314	12	0	0	0	0
ASV2315	12	0	0	0	0
ASV2316	12	0	0	0	0
ASV2317	12	0	0	0	0
ASV2318	12	0	0	0	0
ASV2319	12	0	0	0	0
ASV2320	12	0	0	0	0
ASV2321	12	0	0	0	0
ASV2322	12	0	0	0	0
ASV2323	12	0	0	0	0
ASV2324	12	0	0	0	0
ASV2325	12	0	0	0	0
ASV2326	12	0	0	0	0
ASV2327	12	0	0	0	0
ASV2328	12	0	0	0	0
ASV2329	12	0	0	0	0
ASV2330	12	0	0	0	0
ASV2331	12	0	0	0	0
ASV2332	0	12	0	0	0
ASV2333	0	12	0	0	0
ASV2334	0	12	0	0	0
ASV2335	0	12	0	0	0
ASV2336	0	12	0	0	0
ASV2337	0	12	0	0	0
ASV2338	0	12	0	0	0
ASV2339	0	12	0	0	0
ASV2340	0	12	0	0	0
ASV2341	0	12	0	0	0
ASV2342	0	12	0	0	0
ASV2343	0	12	0	0	0
ASV2344	0	12	0	0	0
ASV2345	0	12	0	0	0
ASV2346	0	12	0	0	0
ASV2347	0	12	0	0	0
ASV2348	0	12	0	0	0
ASV2349	0	12	0	0	0
ASV2350	0	12	0	0	0
ASV2351	0	12	0	0	0
ASV2352	0	12	0	0	0
ASV2353	0	12	0	0	0
ASV2354	0	0	12	0	0
ASV2355	0	0	12	0	0
ASV2356	0	0	12	0	0
ASV2357	0	0	12	0	0
ASV2358	0	0	12	0	0
ASV2359	0	0	12	0	0
ASV2360	0	0	12	0	0
ASV2361	0	0	12	0	0
ASV2362	0	0	12	0	0
ASV2363	0	0	12	0	0
ASV2364	0	0	12	0	0
ASV2365	0	0	12	0	0
ASV2366	0	0	12	0	0
ASV2367	0	0	12	0	0
ASV2368	0	0	12	0	0
ASV2369	0	0	12	0	0
ASV2370	0	0	12	0	0
ASV2371	0	0	12	0	0
ASV2372	0	0	12	0	0
ASV2373	0	0	12	0	0
ASV2374	0	0	12	0	0
ASV2375	0	0	12	0	0
ASV2376	0	0	12	0	0
ASV2377	0	0	12	0	0
ASV2378	0	0	12	0	0
ASV2379	0	0	12	0	0
ASV2380	0	0	12	0	0
ASV2381	0	0	12	0	0
ASV2382	0	0	12	0	0
ASV2383	0	0	12	0	0
ASV2384	0	0	12	0	0
ASV2385	0	0	12	0	0
ASV2386	0	0	0	12	0
ASV2387	0	0	0	12	0
ASV2388	0	0	0	12	0
ASV2389	0	0	0	12	0
ASV2390	0	0	0	12	0
ASV2391	0	0	0	12	0
ASV2392	0	0	0	12	0
ASV2393	0	0	0	12	0
ASV2394	0	0	0	12	0
ASV2395	0	0	0	12	0
ASV2396	0	0	0	0	12
ASV2397	0	0	0	0	12
ASV2398	0	0	0	0	12
ASV2399	0	0	0	0	12
ASV2400	0	0	0	0	12
ASV2401	0	0	0	0	12
ASV2402	0	0	0	0	12
ASV2403	0	0	0	0	12
ASV2404	0	0	0	0	12
ASV2405	0	0	0	0	12
ASV2406	0	0	0	0	12
ASV2407	0	0	0	0	12
ASV2408	0	0	0	0	12
ASV2409	0	0	0	0	12
ASV2410	0	0	0	0	12
ASV2411	0	0	0	0	12
ASV2412	0	0	0	0	12
ASV2413	0	0	0	0	12
ASV2414	0	0	0	0	12
ASV2415	0	0	0	0	12
ASV2416	0	0	0	0	12
ASV2417	0	0	0	0	12
ASV2418	0	0	0	0	12
ASV2419	0	0	0	0	12
ASV2420	0	0	0	0	12
ASV2421	0	0	0	0	12
ASV2422	0	0	0	0	12
ASV2423	0	0	0	0	12
ASV2424	0	0	0	0	12
ASV2425	0	0	0	0	12
ASV2426	0	0	0	0	12
ASV2427	0	0	0	0	12
ASV2428	0	0	0	0	12
ASV2429	0	0	0	0	12
ASV2430	0	0	0	0	12
ASV2431	0	0	0	0	12
ASV2432	0	0	0	0	12
ASV2433	11	0	0	0	0
ASV2434	11	0	0	0	0
ASV2435	11	0	0	0	0
ASV2436	11	0	0	0	0
ASV2437	11	0	0	0	0
ASV2438	11	0	0	0	0
ASV2439	11	0	0	0	0
ASV2440	11	0	0	0	0
ASV2441	11	0	0	0	0
ASV2442	11	0	0	0	0
ASV2443	11	0	0	0	0
ASV2444	11	0	0	0	0
ASV2445	11	0	0	0	0
ASV2446	11	0	0	0	0
ASV2447	11	0	0	0	0
ASV2448	11	0	0	0	0
ASV2449	11	0	0	0	0
ASV2450	11	0	0	0	0
ASV2451	11	0	0	0	0
ASV2452	11	0	0	0	0
ASV2453	11	0	0	0	0
ASV2454	11	0	0	0	0
ASV2455	11	0	0	0	0
ASV2456	11	0	0	0	0
ASV2457	0	11	0	0	0
ASV2458	0	11	0	0	0
ASV2459	0	11	0	0	0
ASV2460	0	11	0	0	0
ASV2461	0	11	0	0	0
ASV2462	0	11	0	0	0
ASV2463	0	11	0	0	0
ASV2464	0	11	0	0	0
ASV2465	0	11	0	0	0
ASV2466	0	11	0	0	0
ASV2467	0	11	0	0	0
ASV2468	0	11	0	0	0
ASV2469	0	11	0	0	0
ASV2470	0	11	0	0	0
ASV2471	0	11	0	0	0
ASV2472	0	11	0	0	0
ASV2473	0	11	0	0	0
ASV2474	0	11	0	0	0
ASV2475	0	11	0	0	0
ASV2476	0	11	0	0	0
ASV2477	0	11	0	0	0
ASV2478	0	11	0	0	0
ASV2479	0	0	11	0	0
ASV2480	0	0	11	0	0
ASV2481	0	0	11	0	0
ASV2482	0	0	11	0	0
ASV2483	0	0	11	0	0
ASV2484	0	0	11	0	0
ASV2485	0	0	11	0	0
ASV2486	0	0	11	0	0
ASV2487	0	0	11	0	0
ASV2488	0	0	11	0	0
ASV2489	0	0	11	0	0
ASV2490	0	0	11	0	0
ASV2491	0	0	11	0	0
ASV2492	0	0	11	0	0
ASV2493	0	0	11	0	0
ASV2494	0	0	11	0	0
ASV2495	0	0	11	0	0
ASV2496	0	0	11	0	0
ASV2497	0	0	11	0	0
ASV2498	0	0	11	0	0
ASV2499	0	0	0	11	0
ASV2500	0	0	0	11	0
ASV2501	0	0	0	11	0
ASV2502	0	0	0	11	0
ASV2503	0	0	0	11	0
ASV2504	0	0	0	11	0
ASV2505	0	0	0	11	0
ASV2506	0	0	0	11	0
ASV2507	0	0	0	11	0
ASV2508	0	0	0	11	0
ASV2509	0	0	0	0	11
ASV2510	0	0	0	0	11
ASV2511	0	0	0	0	11
ASV2512	0	0	0	0	11
ASV2513	0	0	0	0	11
ASV2514	0	0	0	0	11
ASV2515	0	0	0	0	11
ASV2516	0	0	0	0	11
ASV2517	0	0	0	0	11
ASV2518	0	0	0	0	11
ASV2519	0	0	0	0	11
ASV2520	0	0	0	0	11
ASV2521	0	0	0	0	11
ASV2522	0	0	0	0	11
ASV2523	0	0	0	0	11
ASV2524	0	0	0	0	11
ASV2525	0	0	0	0	11
ASV2526	0	0	0	0	11
ASV2527	0	0	0	0	11
ASV2528	0	0	0	0	11
ASV2529	0	0	0	0	11
ASV2530	0	0	0	0	11
ASV2531	0	0	0	0	11
ASV2532	0	0	0	0	11
ASV2533	0	0	0	0	11
ASV2534	0	0	0	0	11
ASV2535	0	0	0	0	11
ASV2536	0	0	0	0	11
ASV2537	0	0	0	0	11
ASV2538	10	0	0	0	0
ASV2539	10	0	0	0	0
ASV2540	10	0	0	0	0
ASV2541	10	0	0	0	0
ASV2542	10	0	0	0	0
ASV2543	10	0	0	0	0
ASV2544	10	0	0	0	0
ASV2545	10	0	0	0	0
ASV2546	10	0	0	0	0
ASV2547	10	0	0	0	0
ASV2548	10	0	0	0	0
ASV2549	10	0	0	0	0
ASV2550	10	0	0	0	0
ASV2551	10	0	0	0	0
ASV2552	10	0	0	0	0
ASV2553	10	0	0	0	0
ASV2554	10	0	0	0	0
ASV2555	10	0	0	0	0
ASV2556	10	0	0	0	0
ASV2557	10	0	0	0	0
ASV2558	10	0	0	0	0
ASV2559	10	0	0	0	0
ASV2560	10	0	0	0	0
ASV2561	10	0	0	0	0
ASV2562	10	0	0	0	0
ASV2563	10	0	0	0	0
ASV2564	10	0	0	0	0
ASV2565	10	0	0	0	0
ASV2566	10	0	0	0	0
ASV2567	6	0	4	0	0
ASV2568	0	10	0	0	0
ASV2569	0	10	0	0	0
ASV2570	0	10	0	0	0
ASV2571	0	10	0	0	0
ASV2572	0	10	0	0	0
ASV2573	0	10	0	0	0
ASV2574	0	10	0	0	0
ASV2575	0	10	0	0	0
ASV2576	0	10	0	0	0
ASV2577	0	10	0	0	0
ASV2578	0	10	0	0	0
ASV2579	0	10	0	0	0
ASV2580	0	10	0	0	0
ASV2581	0	10	0	0	0
ASV2582	0	10	0	0	0
ASV2583	0	10	0	0	0
ASV2584	0	10	0	0	0
ASV2585	0	10	0	0	0
ASV2586	0	10	0	0	0
ASV2587	0	10	0	0	0
ASV2588	0	10	0	0	0
ASV2589	0	10	0	0	0
ASV2590	0	10	0	0	0
ASV2591	0	10	0	0	0
ASV2592	0	10	0	0	0
ASV2593	0	10	0	0	0
ASV2594	0	10	0	0	0
ASV2595	0	10	0	0	0
ASV2596	0	10	0	0	0
ASV2597	0	10	0	0	0
ASV2598	0	10	0	0	0
ASV2599	0	10	0	0	0
ASV2600	0	0	10	0	0
ASV2601	0	0	10	0	0
ASV2602	0	0	10	0	0
ASV2603	0	0	10	0	0
ASV2604	0	0	10	0	0
ASV2605	0	0	10	0	0
ASV2606	0	0	10	0	0
ASV2607	0	0	10	0	0
ASV2608	0	0	10	0	0
ASV2609	0	0	10	0	0
ASV2610	0	0	10	0	0
ASV2611	0	0	10	0	0
ASV2612	0	0	10	0	0
ASV2613	0	0	10	0	0
ASV2614	0	0	10	0	0
ASV2615	0	0	10	0	0
ASV2616	0	0	10	0	0
ASV2617	0	0	10	0	0
ASV2618	0	0	10	0	0
ASV2619	0	0	10	0	0
ASV2620	0	0	10	0	0
ASV2621	0	0	10	0	0
ASV2622	0	0	10	0	0
ASV2623	0	0	10	0	0
ASV2624	0	0	7	3	0
ASV2625	0	0	0	10	0
ASV2626	0	0	0	10	0
ASV2627	0	0	0	10	0
ASV2628	0	0	0	10	0
ASV2629	0	0	0	10	0
ASV2630	0	0	0	10	0
ASV2631	0	0	0	10	0
ASV2632	0	0	0	10	0
ASV2633	0	0	0	10	0
ASV2634	0	0	0	10	0
ASV2635	0	0	0	10	0
ASV2636	0	0	0	10	0
ASV2637	0	0	0	10	0
ASV2638	0	0	0	0	10
ASV2639	0	0	0	0	10
ASV2640	0	0	0	0	10
ASV2641	0	0	0	0	10
ASV2642	0	0	0	0	10
ASV2643	0	0	0	0	10
ASV2644	0	0	0	0	10
ASV2645	0	0	0	0	10
ASV2646	0	0	0	0	10
ASV2647	0	0	0	0	10
ASV2648	0	0	0	0	10
ASV2649	0	0	0	0	10
ASV2650	0	0	0	0	10
ASV2651	0	0	0	0	10
ASV2652	0	0	0	0	10
ASV2653	0	0	0	0	10
ASV2654	0	0	0	0	10
ASV2655	0	0	0	0	10
