ASV_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV1866	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
ASV1867	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella	uncultured bacterium
ASV1868	Bacteria	Firmicutes	Negativicutes	NA	NA	uncultured	uncultured bacterium
ASV1869	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Longivirga	uncultured bacterium
ASV1870	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	uncultured bacterium
ASV1871	Bacteria	Spirochaetota	V2072-189E03	NA	NA	uncultured	uncultured bacterium
ASV1872	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	uncultured bacterium
ASV1873	Bacteria	Desulfobacterota	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus	uncultured bacterium
ASV1874	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	uncultured	uncultured bacterium
ASV1875	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	uncultured bacterium
ASV1876	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV1877	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus	uncultured bacterium
ASV1878	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	uncultured	uncultured bacterium
ASV1879	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured bacterium
ASV1880	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured bacterium
ASV1881	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	uncultured	uncultured bacterium
ASV1882	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaeromusa-Anaeroarcus	uncultured bacterium
ASV1883	Bacteria	MBNT15	NA	NA	NA	uncultured	uncultured bacterium
ASV1884	Bacteria	Acidobacteriota	Acidobacteriae	Paludibaculum	NA	uncultured	uncultured bacterium
ASV1885	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	NA	uncultured	uncultured bacterium
ASV1886	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	uncultured	uncultured bacterium
ASV1887	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	uncultured bacterium
ASV1888	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	uncultured bacterium
ASV1889	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured bacterium
ASV1890	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	uncultured	uncultured bacterium
ASV1891	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	uncultured bacterium
ASV1892	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	uncultured bacterium
ASV1893	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	uncultured	uncultured bacterium
ASV1894	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	uncultured	uncultured bacterium
ASV1895	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured bacterium
ASV1896	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	uncultured	uncultured bacterium
ASV1897	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	uncultured	uncultured bacterium
ASV1898	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
ASV1899	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
ASV1900	Bacteria	NB1-j	NA	NA	NA	uncultured	uncultured bacterium
ASV1901	Bacteria	NB1-j	NA	NA	NA	uncultured	uncultured bacterium
ASV1902	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	uncultured	uncultured bacterium
ASV1903	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured bacterium
ASV1904	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	uncultured bacterium
ASV1905	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	uncultured bacterium
ASV1906	Bacteria	Elusimicrobiota	Lineage IIc	NA	NA	uncultured	uncultured bacterium
ASV1907	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured bacterium
ASV1908	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	uncultured bacterium
ASV1909	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium
ASV1910	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	uncultured bacterium
ASV1911	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured bacterium
ASV1912	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	uncultured bacterium
ASV1913	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	uncultured bacterium
ASV1914	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured bacterium
ASV1915	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	uncultured	uncultured bacterium
ASV1916	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	uncultured	uncultured bacterium
ASV1917	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	uncultured	uncultured bacterium
ASV1918	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	uncultured	uncultured bacterium
ASV1919	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
ASV1920	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	uncultured	uncultured bacterium
ASV1921	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	uncultured bacterium
ASV1922	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	uncultured bacterium
ASV1923	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured bacterium
ASV1924	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	uncultured bacterium
ASV1925	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	uncultured	uncultured bacterium
ASV1926	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	uncultured bacterium
ASV1927	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	211ds20	uncultured	uncultured bacterium
ASV1928	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	uncultured	uncultured bacterium
ASV1929	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	uncultured bacterium
ASV1930	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
ASV1931	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	uncultured	uncultured bacterium
ASV1932	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	uncultured bacterium
ASV1933	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	uncultured bacterium
ASV1934	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	uncultured	uncultured bacterium
ASV1935	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	uncultured bacterium
ASV1936	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	uncultured bacterium
ASV1937	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	uncultured bacterium
ASV1938	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	uncultured	uncultured bacterium
ASV1939	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	uncultured bacterium
ASV1940	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	uncultured bacterium
ASV1941	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	uncultured bacterium
ASV1942	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
ASV1943	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	uncultured bacterium
ASV1944	Bacteria	Latescibacterota	NA	NA	NA	uncultured	uncultured bacterium
ASV1945	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	uncultured	uncultured bacterium
ASV1946	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	uncultured bacterium
ASV1947	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	DEV008	uncultured bacterium
ASV1948	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Phreatobacter	uncultured bacterium
ASV1949	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	uncultured	uncultured bacterium
ASV1950	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	uncultured bacterium
ASV1951	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	uncultured bacterium
ASV1952	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	uncultured	uncultured bacterium
ASV1953	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	uncultured bacterium
ASV1954	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium	uncultured bacterium
ASV1955	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	[Cytophaga] xylanolytica group	uncultured bacterium
ASV1956	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	MM2	uncultured bacterium
ASV1957	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	uncultured bacterium
ASV1958	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	uncultured bacterium
ASV1959	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	uncultured	uncultured bacterium
ASV1960	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	uncultured	uncultured bacterium
ASV1961	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylophilus	uncultured bacterium
ASV1962	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	uncultured bacterium
ASV1963	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured bacterium
ASV1964	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	uncultured	uncultured bacterium
ASV1965	Bacteria	Proteobacteria	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionaceae	Ferrovibrio	uncultured bacterium
ASV1966	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	uncultured bacterium
ASV1967	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea	uncultured bacterium
ASV1968	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	uncultured	uncultured bacterium
ASV1969	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV1970	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	uncultured	uncultured bacterium
ASV1971	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	uncultured	uncultured bacterium
ASV1972	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	uncultured bacterium
ASV1973	Bacteria	Desulfobacterota	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus	uncultured bacterium
ASV1974	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	uncultured bacterium
ASV1975	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	uncultured bacterium
ASV1976	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	NA	uncultured	uncultured bacterium
ASV1977	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	uncultured bacterium
ASV1978	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Oikopleura	uncultured bacterium
ASV1979	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	uncultured	uncultured bacterium
ASV1980	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	uncultured bacterium
ASV1981	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	uncultured	uncultured bacterium
ASV1982	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	uncultured	uncultured bacterium
ASV1983	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	uncultured bacterium
ASV1984	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	uncultured	uncultured bacterium
ASV1985	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	uncultured bacterium
ASV1986	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured bacterium
ASV1987	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured bacterium
ASV1988	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria	uncultured bacterium
ASV1989	Bacteria	Planctomycetota	NA	NA	NA	uncultured	uncultured bacterium
ASV1990	Bacteria	Proteobacteria	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionaceae	Ferrovibrio	uncultured bacterium
ASV1991	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	NA	uncultured	uncultured bacterium
ASV1992	Bacteria	Planctomycetota	OM190	NA	NA	uncultured	uncultured bacterium
ASV1993	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	uncultured	uncultured bacterium
ASV1994	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	NA	uncultured	uncultured bacterium
ASV1995	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	uncultured bacterium
ASV1996	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	uncultured bacterium
ASV1997	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	uncultured	uncultured bacterium
ASV1998	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	uncultured bacterium
ASV1999	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	uncultured bacterium
ASV2000	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	uncultured bacterium
ASV2001	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	uncultured	uncultured bacterium
ASV2002	Bacteria	Chloroflexi	KD4-96	NA	NA	uncultured	uncultured bacterium
ASV2003	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured bacterium
ASV2004	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	uncultured bacterium
ASV2005	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured	uncultured bacterium
ASV2006	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicella	uncultured bacterium
ASV2007	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
ASV2008	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	uncultured	uncultured bacterium
ASV2009	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	uncultured	uncultured bacterium
ASV2010	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	uncultured bacterium
ASV2011	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	uncultured	uncultured bacterium
ASV2012	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	uncultured bacterium
ASV2013	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	uncultured bacterium
ASV2014	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured	uncultured bacterium
ASV2015	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured	uncultured bacterium
ASV2016	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	uncultured	uncultured bacterium
ASV2017	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	uncultured bacterium
ASV2018	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV2019	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	uncultured bacterium
ASV2020	Bacteria	Myxococcota	bacteriap25	NA	NA	uncultured	uncultured bacterium
ASV2021	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	uncultured bacterium
ASV2022	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
ASV2023	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	uncultured bacterium
ASV2024	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured	uncultured bacterium
ASV2025	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	uncultured bacterium
ASV2026	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	uncultured bacterium
ASV2027	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV2028	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	uncultured	uncultured bacterium
ASV2029	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	uncultured	uncultured bacterium
ASV2030	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	uncultured bacterium
ASV2031	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	uncultured bacterium
ASV2032	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	uncultured bacterium
ASV2033	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	uncultured bacterium
ASV2034	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Meniscus	uncultured bacterium
ASV2035	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	LNR A2-18	uncultured bacterium
ASV2036	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum	uncultured bacterium
ASV2037	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	uncultured bacterium
ASV2038	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
ASV2039	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	uncultured bacterium
ASV2040	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	uncultured	uncultured bacterium
ASV2041	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	uncultured bacterium
ASV2042	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured bacterium
ASV2043	Bacteria	Armatimonadota	NA	NA	NA	uncultured	uncultured bacterium
ASV2044	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	uncultured	uncultured bacterium
ASV2045	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	uncultured bacterium
ASV2046	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	uncultured bacterium
ASV2047	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
ASV2048	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	uncultured bacterium
ASV2049	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	uncultured	uncultured bacterium
ASV2050	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	uncultured bacterium
ASV2051	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV2052	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	uncultured bacterium
ASV2053	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	MM1	uncultured bacterium
ASV2054	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	uncultured bacterium
ASV2055	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	uncultured	uncultured bacterium
ASV2056	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	uncultured bacterium
ASV2057	Bacteria	Actinobacteriota	Actinobacteria	PeM15	NA	uncultured	uncultured bacterium
ASV2058	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured bacterium
ASV2059	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured bacterium
ASV2060	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	uncultured	uncultured bacterium
ASV2061	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	uncultured	uncultured bacterium
ASV2062	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	uncultured	uncultured bacterium
ASV2063	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured bacterium
ASV2064	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Brevifollis	uncultured bacterium
ASV2065	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	uncultured bacterium
ASV2066	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	uncultured	uncultured bacterium
ASV2067	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	uncultured bacterium
ASV2068	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	uncultured bacterium
ASV2069	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	uncultured	uncultured bacterium
ASV2070	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	uncultured bacterium
ASV2071	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	uncultured bacterium
ASV2072	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	SR-FBR-L83	uncultured	uncultured bacterium
ASV2073	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	uncultured bacterium
ASV2074	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	uncultured	uncultured bacterium
ASV2075	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV2076	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	uncultured bacterium
ASV2077	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	SR-FBR-L83	uncultured	uncultured bacterium
ASV2078	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	uncultured bacterium
ASV2079	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Lenti-02	uncultured	uncultured bacterium
ASV2080	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	uncultured bacterium
ASV2081	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured bacterium
ASV2082	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus	uncultured bacterium
ASV2083	Bacteria	Patescibacteria	Parcubacteria	Candidatus Yanofskybacteria	NA	uncultured	uncultured bacterium
ASV2084	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	uncultured bacterium
ASV2085	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	uncultured	uncultured bacterium
ASV2086	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured bacterium
ASV2087	Bacteria	Myxococcota	NA	NA	NA	uncultured	uncultured bacterium
ASV2088	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	BBMC-4	uncultured	uncultured bacterium
ASV2089	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	uncultured	uncultured bacterium
ASV2090	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	uncultured bacterium
ASV2091	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	uncultured bacterium
ASV2092	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	uncultured	uncultured bacterium
ASV2093	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	uncultured bacterium
